week_end,jurisdiction,respiratory_season,inpatient_beds,inpatient_beds_occupied,inpatient_occupancy_pct,icu_beds,icu_beds_occupied,icu_occupancy_pct,covid_new_admissions,flu_new_admissions,rsv_new_admissions,hospitals_reporting_occupancy,hospitals_reporting_occupancy_pct
2025-10-25,OH,,28514,20517,71.95,4575,3321,72.59,129,15,8,194,90.23
2025-10-25,OK,,7598,5284,69.54,1063,723,68.02,21,14,1,89,64.03
2025-10-25,OR,,6461,4434,68.63,638,434,68.03,59,6,0,49,79.03
2025-10-25,PA,,27776,21248,76.50,3921,2915,74.34,289,130,55,189,87.10
2025-10-25,PR,,3768,2262,60.03,292,222,76.03,16,44,27,19,34.55
2025-10-25,Region 1,,29031,23379,80.53,3425,2546,74.34,158,22,10,174,82.86
2025-10-25,Region 10,,20756,16080,77.47,2613,1801,68.92,171,23,6,189,82.17
2025-10-25,Region 2,,66185,50270,75.95,8575,6079,70.89,404,101,93,279,80.64
2025-10-25,Region 3,,60632,44970,74.17,8647,6136,70.96,424,161,80,387,85.81
2025-10-25,Region 4,,157633,118339,75.07,24977,18292,73.24,671,307,385,940,85.45
2025-10-25,Region 5,,112565,81562,72.46,17113,12043,70.37,466,76,34,889,89.53
2025-10-25,Region 6,,90637,62721,69.20,15263,10532,69.00,317,205,102,723,74.54
2025-10-25,Region 7,,31917,22792,71.41,4798,3394,70.74,102,27,10,360,73.62
2025-10-25,Region 8,,26206,15409,58.80,4325,2357,54.50,84,17,2,303,84.17
2025-10-25,Region 9,,83949,63314,75.42,13773,9101,66.08,589,137,39,487,83.97
2025-10-25,RI,,1945,1590,81.75,248,189,76.21,8,0,4,10,83.33
2025-10-25,SC,,11945,8894,74.46,1732,1268,73.21,50,6,25,71,94.67
2025-10-25,SD,,2685,1811,67.45,370,180,48.65,8,2,0,55,88.71
2025-10-25,TN,,18765,13664,72.82,3107,2094,67.40,68,22,6,127,94.78
2025-10-25,TX,,56371,41610,73.81,10411,7416,71.23,210,133,73,394,74.62
2025-10-25,USA,,679511,498836,73.41,103509,72281,69.83,3386,1076,761,4731,82.58
2025-10-25,UT,,6250,3622,57.95,1200,671,55.92,5,1,0,50,89.29
2025-10-25,VA,,16524,11242,68.03,2368,1511,63.81,55,12,11,87,85.29
2025-10-25,VI,,177,90,50.85,25,11,44.00,0,0,0,2,100.00
2025-10-25,VT,,987,769,77.91,100,80,80.00,7,1,0,13,86.67
2025-10-25,WA,,11263,9403,83.49,1524,1120,73.49,93,12,5,95,97.94
2025-10-25,WI,,11424,8376,73.32,1821,1239,68.04,45,8,2,139,94.56
2025-10-25,WV,,4546,3387,74.51,616,454,73.70,23,1,3,58,98.31
2025-10-25,WY,,1114,392,35.19,122,27,22.13,14,4,0,21,70.00
2025-11-01,AK,,1145,868,75.81,153,60,39.22,3,0,1,18,75.00
2025-11-01,AL,,12125,9007,74.28,2300,1679,73.00,50,14,24,93,93.00
2025-11-01,AR,,8700,4605,52.93,1290,826,64.03,20,8,6,62,67.39
2025-11-01,AS,,,,,,,,,,,0,0.00
2025-11-01,AZ,,14077,9556,67.88,2350,1430,60.85,86,9,0,83,83.84
2025-11-01,CA,,61470,47289,76.93,9994,6670,66.74,446,131,42,343,86.18
2025-11-01,CO,,12128,7169,59.11,2143,1239,57.82,26,18,1,86,86.00
2025-11-01,CT,,7575,5441,71.83,1155,775,67.10,38,7,5,31,96.88
2025-11-01,DC,,1160,730,62.93,169,116,68.64,4,0,0,6,54.55
2025-11-01,DE,,1676,1344,80.19,163,119,73.01,37,3,1,8,72.73
2025-11-01,FL,,52035,39962,76.80,7116,5200,73.07,206,216,345,239,85.97
2025-11-01,GA,,20741,16102,77.63,3497,2553,73.01,50,28,46,129,80.63
2025-11-01,GU,,165,159,96.36,22,14,63.64,0,14,2,1,50.00
2025-11-01,HI,,2344,1774,75.68,307,216,70.36,9,7,7,23,82.14
2025-11-01,IA,,6907,4641,67.19,899,623,69.30,26,2,3,100,81.30
2025-11-01,ID,,1685,1151,68.31,225,144,64.00,4,7,1,27,57.45
2025-11-01,IL,,25123,17350,69.06,3632,2384,65.64,87,36,11,159,79.90
2025-11-01,IN,,15931,11029,69.23,2728,1877,68.80,61,18,7,128,89.51
2025-11-01,KS,,5943,4118,69.29,943,665,70.52,25,9,8,84,58.33
2025-11-01,KY,,10441,7033,67.36,1526,1120,73.39,36,12,5,89,79.46
2025-11-01,LA,,13185,8713,66.08,2002,1349,67.38,45,40,10,136,83.95
2025-11-01,MA,,16451,13974,84.94,1780,1414,79.44,84,18,32,80,90.91
2025-11-01,MD,,9539,7494,78.56,1348,965,71.59,26,14,14,38,74.51
2025-11-01,ME,,2867,2220,77.43,399,254,63.66,8,2,0,34,91.89
2025-11-01,MI,,17867,13450,75.28,2491,1819,73.02,75,7,14,128,82.05
2025-11-01,MN,,9917,7334,73.95,1226,899,73.33,33,4,9,121,90.98
2025-11-01,MO,,13315,10241,76.91,2038,1453,71.30,49,18,2,90,72.58
2025-11-01,MP,,86,51,59.30,8,8,100.00,0,3,0,1,100.00
2025-11-01,MS,,8183,5151,62.95,1187,721,60.74,27,16,2,92,86.79
2025-11-01,MT,,2549,1644,64.50,255,124,48.63,15,1,0,45,71.43
2025-11-01,NC,,23097,17298,74.89,3742,2869,76.67,105,24,21,115,85.19
2025-11-01,ND,,1991,1332,66.90,303,194,64.03,9,2,0,40,81.63
2025-11-01,NE,,5153,3243,62.93,875,576,65.83,16,1,1,82,83.67
2025-11-01,NH,,2624,2067,78.77,323,267,82.66,17,2,2,24,92.31
2025-11-01,NJ,,20376,14225,69.81,2757,1720,62.39,119,35,32,83,97.65
2025-11-01,NM,,4464,2485,55.67,460,262,56.96,29,5,0,37,75.51
2025-11-01,NV,,7413,5193,70.05,1336,809,60.55,29,6,2,42,82.35
2025-11-01,NY,,34728,27588,79.44,4451,3301,74.16,213,48,40,158,77.45
2025-11-01,OH,,26157,18592,71.08,4304,3112,72.30,122,18,13,176,81.86
2025-11-01,OK,,8172,5562,68.06,1157,787,68.02,32,8,0,95,68.35
2025-11-01,OR,,6470,4403,68.05,625,400,64.00,61,4,0,47,75.81
2025-11-01,PA,,28377,21696,76.46,3882,2787,71.79,240,117,48,190,87.56
2025-11-01,PR,,4873,2764,56.72,378,266,70.37,24,63,40,25,45.45
2025-11-01,Region 1,,32398,26024,80.33,4010,2983,74.39,166,30,40,191,90.95
2025-11-01,Region 10,,20451,15832,77.41,2556,1756,68.70,132,27,6,187,81.30
2025-11-01,Region 2,,60099,44636,74.27,7599,5290,69.61,356,146,112,267,77.17
2025-11-01,Region 3,,60296,44585,73.94,8281,5768,69.65,383,150,93,381,84.48
2025-11-01,Region 4,,156831,116570,74.33,24153,17407,72.07,619,356,482,950,86.36
2025-11-01,Region 5,,105453,75251,71.36,16044,11180,69.68,415,89,61,850,85.60
2025-11-01,Region 6,,90870,63284,69.64,15187,10544,69.43,315,216,112,728,75.05
2025-11-01,Region 7,,31318,22243,71.02,4755,3317,69.76,116,30,14,356,72.80
2025-11-01,Region 8,,26055,15470,59.37,4206,2360,56.11,75,27,1,296,82.22
2025-11-01,Region 9,,85555,64022,74.83,14017,9147,65.26,570,170,53,493,85.00
2025-11-01,RI,,1928,1614,83.71,250,191,76.40,7,1,1,10,83.33
2025-11-01,SC,,11406,8385,73.51,1665,1164,69.91,66,12,28,67,89.33
2025-11-01,SD,,2595,1747,67.32,364,180,49.45,15,0,0,54,87.10
2025-11-01,TN,,18803,13632,72.50,3120,2101,67.34,79,34,11,126,94.03
2025-11-01,TX,,56349,41919,74.39,10278,7320,71.22,189,155,96,398,75.38
2025-11-01,USA,,669326,487917,72.90,100808,69752,69.19,3147,1241,974,4699,82.02
2025-11-01,UT,,5639,3139,55.67,1019,591,58.00,5,1,0,49,87.50
2025-11-01,VA,,15019,10061,66.99,2129,1365,64.11,56,15,29,81,79.41
2025-11-01,VI,,122,59,48.36,13,3,23.08,0,0,0,1,50.00
2025-11-01,VT,,953,708,74.29,103,82,79.61,12,0,0,12,80.00
2025-11-01,WA,,11151,9410,84.39,1553,1152,74.18,64,16,4,95,97.94
2025-11-01,WI,,10458,7496,71.68,1663,1089,65.48,37,6,7,138,93.88
2025-11-01,WV,,4525,3260,72.04,590,416,70.51,20,1,1,58,98.31
2025-11-01,WY,,1153,439,38.07,122,32,26.23,5,5,0,22,73.33
2025-11-08,AK,,977,750,76.77,143,57,39.86,3,1,1,17,70.83
2025-11-08,AL,,12253,9177,74.90,2337,1735,74.24,45,18,37,94,94.00
2025-11-08,AR,,8540,4441,52.00,1272,813,63.92,21,7,20,58,63.04
2025-11-08,AS,,151,102,67.55,9,4,44.44,2,4,0,1,100.00
2025-11-08,AZ,,14025,9433,67.26,2348,1506,64.14,71,14,6,82,82.83
2025-11-08,CA,,58685,45295,77.18,9400,6279,66.80,358,140,32,338,84.92
2025-11-08,CO,,11850,7077,59.72,2073,1248,60.20,30,28,3,88,88.00
2025-11-08,CT,,7339,5428,73.96,1078,777,72.08,47,15,4,30,93.75
2025-11-08,DC,,1668,1120,67.15,288,198,68.75,1,0,1,7,63.64
2025-11-08,DE,,1887,1495,79.23,233,182,78.11,34,2,3,9,81.82
2025-11-08,FL,,49326,37843,76.72,6655,4872,73.21,203,259,311,233,83.81
2025-11-08,GA,,20869,16342,78.31,3491,2625,75.19,61,43,77,127,79.38
2025-11-08,GU,,339,312,92.04,35,25,71.43,1,18,4,2,100.00
2025-11-08,HI,,2374,1806,76.07,310,225,72.58,10,5,2,24,85.71
2025-11-08,IA,,6758,4574,67.68,871,576,66.13,21,6,2,97,78.86
2025-11-08,ID,,1824,1223,67.05,259,158,61.00,13,18,2,29,61.70
2025-11-08,IL,,26595,18309,68.84,3963,2519,63.56,120,26,16,168,84.42
2025-11-08,IN,,16016,11110,69.37,2796,1922,68.74,87,21,17,131,91.61
2025-11-08,KS,,6223,4419,71.01,1023,731,71.46,22,6,3,92,63.89
2025-11-08,KY,,12031,8426,70.04,2285,1764,77.20,53,19,10,93,83.04
2025-11-08,LA,,11717,7711,65.81,1734,1142,65.86,36,69,12,125,77.16
2025-11-08,MA,,16651,14114,84.76,1803,1427,79.15,87,20,23,82,93.18
2025-11-08,MD,,8621,6899,80.03,1203,874,72.65,38,16,14,34,66.67
2025-11-08,ME,,2898,2288,78.95,404,263,65.10,5,3,1,34,91.89
2025-11-08,MI,,19439,14941,76.86,2693,2012,74.71,79,25,10,134,85.90
2025-11-08,MN,,8224,5976,72.67,1086,757,69.71,21,4,7,107,80.45
2025-11-08,MO,,12115,9252,76.37,1861,1334,71.68,55,18,3,89,71.77
2025-11-08,MP,,86,40,46.51,7,4,57.14,0,2,0,1,100.00
2025-11-08,MS,,7517,4655,61.93,1092,657,60.16,25,17,1,85,80.19
2025-11-08,MT,,2542,1651,64.95,256,132,51.56,14,1,0,48,76.19
2025-11-08,NC,,23031,17266,74.97,3752,2884,76.87,102,41,31,116,85.93
2025-11-08,ND,,2214,1565,70.69,312,212,67.95,4,5,0,47,95.92
2025-11-08,NE,,5154,3316,64.34,880,600,68.18,14,2,2,86,87.76
2025-11-08,NH,,2133,1635,76.65,238,184,77.31,9,0,1,21,80.77
2025-11-08,NJ,,19574,13867,70.84,2625,1664,63.39,116,47,41,81,95.29
2025-11-08,NM,,4717,2720,57.66,482,292,60.58,37,7,0,40,81.63
2025-11-08,NV,,7422,5228,70.44,1330,790,59.40,23,13,2,42,82.35
2025-11-08,NY,,35448,28479,80.34,4465,3407,76.30,217,70,55,157,76.96
2025-11-08,OH,,26050,18296,70.23,4303,3062,71.16,136,37,27,175,81.40
2025-11-08,OK,,8945,6327,70.73,1219,881,72.27,35,16,1,100,71.94
2025-11-08,OR,,5603,3774,67.36,566,389,68.73,33,9,2,45,72.58
2025-11-08,PA,,28324,21571,76.16,4044,2962,73.24,244,112,39,192,88.48
2025-11-08,PR,,5989,3066,51.19,404,276,68.32,25,87,76,26,47.27
2025-11-08,Region 1,,31876,25840,81.06,3868,2912,75.28,169,45,32,189,90.00
2025-11-08,Region 10,,18625,14388,77.25,2382,1700,71.37,99,41,15,185,80.43
2025-11-08,Region 2,,61133,45495,74.42,7507,5353,71.31,358,205,172,265,76.59
2025-11-08,Region 3,,56582,41806,73.89,8046,5711,70.98,362,159,86,345,76.50
2025-11-08,Region 4,,155126,115686,74.58,24413,17875,73.22,617,467,522,940,85.45
2025-11-08,Region 5,,107415,76991,71.68,16609,11532,69.43,498,119,83,850,85.60
2025-11-08,Region 6,,93160,65502,70.31,15463,10897,70.47,310,316,176,722,74.43
2025-11-08,Region 7,,30250,21561,71.28,4635,3241,69.92,112,32,10,364,74.44
2025-11-08,Region 8,,26492,16259,61.37,4196,2489,59.32,74,38,4,311,86.39
2025-11-08,Region 9,,83082,62216,74.89,13439,8833,65.73,465,196,46,490,84.48
2025-11-08,RI,,1940,1645,84.79,250,188,75.20,17,4,3,10,83.33
2025-11-08,SC,,11477,8563,74.61,1687,1235,73.21,47,14,41,66,88.00
2025-11-08,SD,,2640,1838,69.62,366,177,48.36,13,0,1,55,88.71
2025-11-08,TN,,18622,13414,72.03,3114,2103,67.53,81,56,14,126,94.03
2025-11-08,TX,,59241,44303,74.78,10756,7769,72.23,181,217,143,399,75.57
2025-11-08,USA,,663741,485744,73.18,100558,70543,70.15,3064,1618,1146,4661,81.36
2025-11-08,UT,,6115,3693,60.39,1067,685,64.20,5,2,0,52,92.86
2025-11-08,VA,,15267,10223,66.96,2181,1446,66.30,41,29,29,85,83.33
2025-11-08,VI,,122,83,68.03,13,6,46.15,0,1,0,1,50.00
2025-11-08,VT,,915,730,79.78,95,73,76.84,4,3,0,12,80.00
2025-11-08,WA,,10221,8641,84.54,1414,1096,77.51,50,13,10,94,96.91
2025-11-08,WI,,11091,8359,75.37,1768,1260,71.27,55,6,6,135,91.84
2025-11-08,WV,,815,498,61.10,97,49,50.52,4,0,0,18,30.51
2025-11-08,WY,,1131,435,38.46,122,35,28.69,8,2,0,21,70.00
2025-11-15,AK,,1116,816,73.12,157,61,38.85,3,0,3,17,70.83
2025-11-15,AL,,11422,8692,76.10,2198,1655,75.30,50,27,40,91,91.00
2025-11-15,AR,,8096,4059,50.14,1085,681,62.76,25,26,7,57,61.96
2025-11-15,AS,,151,95,62.91,9,8,88.89,0,0,0,1,100.00
2025-11-15,AZ,,13864,9265,66.83,2339,1529,65.37,75,18,4,81,81.82
2025-11-15,CA,,61078,47342,77.51,9993,6609,66.14,281,143,69,341,85.68
2025-11-15,CO,,11810,7222,61.15,2068,1244,60.15,34,45,5,86,86.00
2025-11-15,CT,,7615,5516,72.44,1156,788,68.17,34,11,4,32,100.00
2025-11-15,DC,,1985,1432,72.14,429,325,75.76,5,3,2,8,72.73
2025-11-15,DE,,1898,1506,79.35,240,189,78.75,31,2,12,9,81.82
2025-11-15,FL,,49012,37685,76.89,6815,5085,74.61,189,354,318,231,83.09
2025-11-15,GA,,20706,16413,79.27,3486,2602,74.64,50,59,98,125,78.13
2025-11-15,GU,,154,130,84.42,20,17,85.00,0,6,0,1,50.00
2025-11-15,HI,,2372,1754,73.95,305,230,75.41,7,16,9,23,82.14
2025-11-15,IA,,6939,4663,67.20,884,600,67.87,25,8,1,100,81.30
2025-11-15,ID,,1747,1174,67.20,250,156,62.40,7,9,1,26,55.32
2025-11-15,IL,,26051,18185,69.81,3830,2612,68.20,104,45,18,162,81.41
2025-11-15,IN,,15823,10754,67.96,2775,1899,68.43,108,39,15,130,90.91
2025-11-15,KS,,6122,4309,70.39,997,720,72.22,33,8,4,86,59.72
2025-11-15,KY,,11163,7592,68.01,1615,1155,71.52,46,20,13,91,81.25
2025-11-15,LA,,12853,8476,65.95,1962,1322,67.38,32,103,32,130,80.25
2025-11-15,MA,,15497,12942,83.51,1636,1251,76.47,79,35,19,80,90.91
2025-11-15,MD,,8943,7200,80.51,1289,904,70.13,24,32,20,38,74.51
2025-11-15,ME,,2325,1784,76.73,281,202,71.89,4,4,0,28,75.68
2025-11-15,MI,,19138,14836,77.52,2847,2077,72.95,101,42,9,127,81.41
2025-11-15,MN,,11240,8572,76.26,1403,1037,73.91,46,18,18,124,93.23
2025-11-15,MO,,12998,9909,76.23,2011,1492,74.19,63,27,8,89,71.77
2025-11-15,MP,,,,,,,,,,,0,0.00
2025-11-15,MS,,6256,3895,62.26,955,627,65.65,33,17,5,73,68.87
2025-11-15,MT,,2592,1676,64.66,272,135,49.63,11,5,0,44,69.84
2025-11-15,NC,,23255,17227,74.08,3765,2888,76.71,124,172,27,118,87.41
2025-11-15,ND,,2113,1428,67.58,308,192,62.34,4,1,0,44,89.80
2025-11-15,NE,,5153,3250,63.07,870,578,66.44,15,1,6,86,87.76
2025-11-15,NH,,2613,1957,74.89,322,260,80.75,23,5,5,24,92.31
2025-11-15,NJ,,19545,14009,71.68,2631,1654,62.87,104,56,45,79,92.94
2025-11-15,NM,,4793,2744,57.25,492,291,59.15,50,14,2,42,85.71
2025-11-15,NV,,7313,5223,71.42,1326,810,61.09,29,17,2,42,82.35
2025-11-15,NY,,41495,33393,80.47,5270,3942,74.80,235,170,87,176,86.27
2025-11-15,OH,,27128,19157,70.62,4271,3128,73.24,187,47,19,189,87.91
2025-11-15,OK,,7918,5580,70.47,1128,804,71.28,20,8,0,93,66.91
2025-11-15,OR,,5778,3879,67.13,555,370,66.67,44,10,3,44,70.97
2025-11-15,PA,,26951,20365,75.56,3888,2857,73.48,259,128,84,185,85.25
2025-11-15,PR,,6201,3210,51.77,382,267,69.90,21,125,95,26,47.27
2025-11-15,Region 1,,30947,24570,79.39,3738,2762,73.89,164,63,30,187,89.05
2025-11-15,Region 10,,19796,15126,76.41,2473,1678,67.85,115,38,11,181,78.70
2025-11-15,Region 2,,67364,50692,75.25,8296,5869,70.74,360,351,227,282,81.50
2025-11-15,Region 3,,58371,43080,73.80,8436,5966,70.72,402,196,144,369,81.82
2025-11-15,Region 4,,151215,112860,74.64,23352,17257,73.90,627,707,569,919,83.55
2025-11-15,Region 5,,110420,79686,72.17,16844,11951,70.95,612,198,84,866,87.21
2025-11-15,Region 6,,93083,65268,70.12,15545,10914,70.21,287,427,215,721,74.33
2025-11-15,Region 7,,31212,22131,70.91,4762,3390,71.19,136,44,19,361,73.82
2025-11-15,Region 8,,26164,16152,61.73,4151,2431,58.56,78,69,5,297,82.50
2025-11-15,Region 9,,84932,63809,75.13,13992,9203,65.77,392,200,84,489,84.31
2025-11-15,RI,,1942,1626,83.73,249,186,74.70,10,6,2,10,83.33
2025-11-15,SC,,11502,8596,74.73,1676,1226,73.15,58,20,53,68,90.67
2025-11-15,SD,,2535,1755,69.23,364,185,50.82,12,1,0,51,82.26
2025-11-15,TN,,17899,12760,71.29,2842,2019,71.04,77,38,15,122,91.04
2025-11-15,TX,,59423,44409,74.73,10878,7816,71.85,160,276,174,399,75.57
2025-11-15,USA,,673504,493374,73.25,101589,71421,70.30,3173,2293,1388,4672,81.55
2025-11-15,UT,,6038,3659,60.60,1025,642,62.63,14,11,0,52,92.86
2025-11-15,VA,,15383,10276,66.80,2158,1378,63.86,61,31,26,86,84.31
2025-11-15,VI,,123,80,65.04,13,6,46.15,0,0,0,1,50.00
2025-11-15,VT,,955,745,78.01,94,75,79.79,14,2,0,13,86.67
2025-11-15,WA,,11155,9257,82.99,1511,1091,72.20,61,19,4,94,96.91
2025-11-15,WI,,11040,8182,74.11,1718,1198,69.73,66,7,5,134,91.16
2025-11-15,WV,,3211,2301,71.66,432,313,72.45,22,0,0,43,72.88
2025-11-15,WY,,1076,412,38.29,114,33,28.95,3,6,0,20,66.67
2025-11-22,AK,,1089,835,76.68,150,69,46.00,5,3,2,17,70.83
2025-11-22,AL,,12032,9100,75.63,2317,1726,74.49,60,36,56,90,91.84
2025-11-22,AR,,8503,4455,52.39,1245,805,64.66,36,17,23,59,64.13
2025-11-22,AS,,,,,,,,,,,0,0.00
2025-11-22,AZ,,14046,9092,64.73,2369,1479,62.43,91,46,7,83,83.84
2025-11-22,CA,,59935,46529,77.63,9979,6694,67.08,276,144,64,325,81.66
2025-11-22,CO,,12189,7292,59.82,2127,1273,59.85,46,97,8,84,84.00
2025-11-22,CT,,7311,5343,73.08,1077,730,67.78,41,27,9,30,93.75
2025-11-22,DC,,2820,2182,77.38,575,438,76.17,2,13,3,9,81.82
2025-11-22,DE,,1884,1512,80.25,240,188,78.33,34,5,12,10,90.91
2025-11-22,FL,,48855,38745,79.31,6756,5206,77.06,142,545,371,222,80.14
2025-11-22,GA,,17709,14236,80.39,3143,2342,74.51,39,83,95,112,70.00
2025-11-22,GU,,346,320,92.49,32,22,68.75,0,8,0,2,100.00
2025-11-22,HI,,2053,1538,74.91,284,208,73.24,2,42,6,22,78.57
2025-11-22,IA,,6931,4697,67.77,907,600,66.15,18,5,2,94,76.42
2025-11-22,ID,,2758,2009,72.84,354,237,66.95,7,27,0,44,93.62
2025-11-22,IL,,26614,18849,70.82,3913,2692,68.80,144,82,30,170,85.43
2025-11-22,IN,,15448,10679,69.13,2754,1912,69.43,114,56,25,127,88.81
2025-11-22,KS,,6210,4455,71.74,1010,745,73.76,20,7,4,90,62.50
2025-11-22,KY,,12125,8511,70.19,2297,1770,77.06,72,25,17,95,84.82
2025-11-22,LA,,12836,8712,67.87,2014,1404,69.71,60,111,50,134,82.72
2025-11-22,MA,,15878,13450,84.71,1794,1430,79.71,99,50,15,79,89.77
2025-11-22,MD,,10934,8870,81.12,1477,1077,72.92,40,65,18,45,88.24
2025-11-22,ME,,2883,2312,80.19,404,255,63.12,11,7,2,33,89.19
2025-11-22,MI,,20416,16026,78.50,2991,2231,74.59,118,53,10,141,90.38
2025-11-22,MN,,11305,8735,77.27,1444,1096,75.90,44,34,25,124,93.23
2025-11-22,MO,,13103,10259,78.30,2032,1532,75.39,58,29,9,88,70.97
2025-11-22,MP,,86,46,53.49,8,8,100.00,0,3,0,1,100.00
2025-11-22,MS,,8016,5211,65.01,1177,705,59.90,28,23,10,84,79.25
2025-11-22,MT,,2598,1761,67.78,272,148,54.41,16,4,1,44,69.84
2025-11-22,NC,,21227,15794,74.41,3346,2552,76.27,95,101,42,107,79.26
2025-11-22,ND,,2182,1518,69.57,316,211,66.77,3,2,1,45,91.84
2025-11-22,NE,,5007,3275,65.41,825,572,69.33,22,2,2,86,87.76
2025-11-22,NH,,2354,1742,74.00,264,192,72.73,14,11,1,23,88.46
2025-11-22,NJ,,20291,14394,70.94,2753,1709,62.08,106,73,68,82,96.47
2025-11-22,NM,,4680,2717,58.06,496,306,61.69,48,16,1,39,79.59
2025-11-22,NV,,6917,4917,71.09,1270,801,63.07,24,11,2,38,74.51
2025-11-22,NY,,37538,30532,81.34,4826,3696,76.59,219,280,101,161,78.92
2025-11-22,OH,,28244,20331,71.98,4470,3334,74.59,186,90,26,188,87.44
2025-11-22,OK,,7818,5625,71.95,1119,863,77.12,27,10,1,89,64.03
2025-11-22,OR,,6106,4476,73.30,660,474,71.82,29,18,2,46,74.19
2025-11-22,PA,,26099,20271,77.67,3792,2777,73.23,248,192,73,189,87.10
2025-11-22,PR,,6168,3042,49.32,445,306,68.76,14,147,102,27,49.09
2025-11-22,Region 1,,30676,24637,80.31,3788,2809,74.16,188,99,30,187,89.05
2025-11-22,Region 10,,21277,16928,79.56,2720,1960,72.06,81,85,17,201,87.39
2025-11-22,Region 2,,64118,48049,74.94,8037,5716,71.12,340,500,271,271,78.32
2025-11-22,Region 3,,60186,45644,75.84,8695,6303,72.49,408,337,145,380,84.26
2025-11-22,Region 4,,150104,114139,76.04,23830,17710,74.32,588,910,669,903,82.32
2025-11-22,Region 5,,113165,82936,73.29,17331,12496,72.10,667,334,127,888,89.43
2025-11-22,Region 6,,92317,66124,71.63,15705,11299,71.95,340,566,294,718,74.02
2025-11-22,Region 7,,31251,22686,72.59,4774,3449,72.25,118,43,17,358,73.21
2025-11-22,Region 8,,26900,16593,61.68,4277,2587,60.49,99,123,12,296,82.22
2025-11-22,Region 9,,83383,62442,74.89,13942,9212,66.07,393,254,79,471,81.21
2025-11-22,RI,,1288,1026,79.66,157,128,81.53,8,4,2,9,75.00
2025-11-22,SC,,11584,8862,76.50,1694,1220,72.02,53,40,54,70,93.33
2025-11-22,SD,,2559,1723,67.33,359,177,49.30,12,3,0,50,80.65
2025-11-22,TN,,18556,13680,73.72,3100,2189,70.61,99,57,24,123,91.79
2025-11-22,TX,,58480,44615,76.29,10831,7921,73.13,169,412,219,397,75.19
2025-11-22,USA,,673377,500178,74.28,103099,73541,71.33,3222,3251,1661,4673,81.61
2025-11-22,UT,,6288,3910,62.18,1089,741,68.04,13,15,2,53,94.64
2025-11-22,VA,,15136,10376,68.55,2146,1477,68.83,53,62,36,83,81.37
2025-11-22,VI,,121,81,66.94,13,5,38.46,1,0,0,1,50.00
2025-11-22,VT,,962,764,79.42,92,74,80.43,15,0,1,13,86.67
2025-11-22,WA,,11324,9608,84.85,1556,1180,75.84,40,37,13,94,96.91
2025-11-22,WI,,11138,8316,74.66,1759,1231,69.98,61,19,11,138,93.88
2025-11-22,WV,,3313,2433,73.44,465,346,74.41,31,0,3,44,74.58
2025-11-22,WY,,1084,389,35.89,114,37,32.46,9,2,0,20,66.67
2025-11-29,AK,,1191,861,72.29,184,65,35.33,2,7,0,18,75.00
2025-11-29,AL,,12299,9000,73.18,2369,1746,73.70,55,46,51,95,96.94
2025-11-29,AR,,8622,3949,45.80,1277,736,57.64,18,78,26,59,64.13
2025-11-29,AS,,,,,,,,,,,0,0.00
2025-11-29,AZ,,13987,8197,58.60,2357,1397,59.27,73,43,4,80,80.81
2025-11-29,CA,,58911,44751,75.96,9621,6537,67.95,236,206,94,334,83.92
2025-11-29,CO,,12239,6778,55.38,2138,1206,56.41,47,147,10,86,86.00
2025-11-29,CT,,7535,5414,71.85,1128,769,68.17,55,74,14,31,96.88
2025-11-29,DC,,2668,2001,75.00,551,391,70.96,6,14,2,7,63.64
2025-11-29,DE,,1876,1472,78.46,239,175,73.22,31,10,12,9,81.82
2025-11-29,FL,,51726,37934,73.34,7319,5190,70.91,160,678,397,236,85.20
2025-11-29,GA,,21239,15520,73.07,3573,2649,74.14,56,154,151,121,75.63
2025-11-29,GU,,337,297,88.13,36,28,77.78,0,7,3,2,100.00
2025-11-29,HI,,2134,1595,74.74,290,210,72.41,3,29,13,22,78.57
2025-11-29,IA,,5986,3513,58.69,679,367,54.05,19,18,4,99,80.49
2025-11-29,ID,,1560,928,59.49,215,117,54.42,7,24,5,28,59.57
2025-11-29,IL,,25594,16990,66.38,3802,2527,66.47,153,129,32,158,79.40
2025-11-29,IN,,15343,10074,65.66,2686,1816,67.61,124,83,34,126,88.11
2025-11-29,KS,,6410,4291,66.94,1025,721,70.34,28,12,0,95,65.97
2025-11-29,KY,,11806,8068,68.34,2277,1664,73.08,80,37,26,92,82.14
2025-11-29,LA,,12501,7557,60.45,1925,1158,60.16,44,110,58,135,83.33
2025-11-29,MA,,16554,13449,81.24,1784,1342,75.22,114,72,21,81,92.05
2025-11-29,MD,,8684,6441,74.17,1316,865,65.73,31,88,33,35,68.63
2025-11-29,ME,,2571,1910,74.29,370,211,57.03,8,13,0,31,83.78
2025-11-29,MI,,17148,12734,74.26,2393,1694,70.79,105,66,18,113,72.44
2025-11-29,MN,,9491,7237,76.25,1247,927,74.34,57,66,19,110,82.71
2025-11-29,MO,,13133,9628,73.31,2008,1427,71.07,49,41,12,91,73.39
2025-11-29,MP,,86,54,62.79,7,5,71.43,0,0,3,1,100.00
2025-11-29,MS,,7361,4022,54.64,1098,615,56.01,44,23,12,87,82.08
2025-11-29,MT,,2504,1588,63.42,258,122,47.29,12,13,0,41,65.08
2025-11-29,NC,,23149,16495,71.26,3747,2712,72.38,94,155,61,115,85.19
